time;Czujnik;data;temperature [°C];time;Czujnik;data;temperature [°C];ON/OFF;;22 = on, chyba to temperatura docelowa
12:34:09;CRT;121;12,1;12:34:09;HRT;173;17,3;22;;
12:34:10;CRT;121;12,1;12:34:10;HRT;174;17,4;22;;
12:34:11;CRT;121;12,1;12:34:11;HRT;174;17,4;22;;
12:34:11;CRT;121;12,1;12:34:11;HRT;174;17,4;22;;
12:34:12;CRT;121;12,1;12:34:12;HRT;175;17,5;22;;
12:34:13;CRT;121;12,1;12:34:13;HRT;175;17,5;22;;
12:34:13;CRT;121;12,1;12:34:13;HRT;175;17,5;22;;
12:34:14;CRT;121;12,1;12:34:14;HRT;175;17,5;22;;
12:34:15;CRT;121;12,1;12:34:15;HRT;175;17,5;22;;
12:34:15;CRT;121;12,1;12:34:15;HRT;175;17,5;22;;
12:34:16;CRT;121;12,1;12:34:16;HRT;175;17,5;22;;
12:34:17;CRT;121;12,1;12:34:17;HRT;175;17,5;22;;
12:34:17;CRT;121;12,1;12:34:17;HRT;175;17,5;22;;
12:34:18;CRT;121;12,1;12:34:18;HRT;175;17,5;22;;
12:34:18;CRT;121;12,1;12:34:18;HRT;176;17,6;22;;
12:34:19;CRT;121;12,1;12:34:19;HRT;176;17,6;22;;
12:34:20;CRT;121;12,1;12:34:20;HRT;176;17,6;22;;
12:34:20;CRT;121;12,1;12:34:20;HRT;176;17,6;22;;
12:34:21;CRT;121;12,1;12:34:21;HRT;176;17,6;22;;
12:34:22;CRT;121;12,1;12:34:22;HRT;176;17,6;22;;
12:34:22;CRT;121;12,1;12:34:22;HRT;176;17,6;22;;
12:34:23;CRT;121;12,1;12:34:23;HRT;176;17,6;22;;
12:34:24;CRT;121;12,1;12:34:24;HRT;177;17,7;22;;
12:34:24;CRT;121;12,1;12:34:24;HRT;177;17,7;22;;
12:34:25;CRT;121;12,1;12:34:25;HRT;177;17,7;22;;
12:34:26;CRT;121;12,1;12:34:26;HRT;178;17,8;22;;
12:34:26;CRT;121;12,1;12:34:26;HRT;178;17,8;22;;
12:34:27;CRT;121;12,1;12:34:27;HRT;178;17,8;22;;
12:34:28;CRT;121;12,1;12:34:28;HRT;178;17,8;22;;
12:34:28;CRT;121;12,1;12:34:28;HRT;178;17,8;22;;
12:34:29;CRT;121;12,1;12:34:29;HRT;178;17,8;22;;
12:34:30;CRT;121;12,1;12:34:30;HRT;178;17,8;22;;
12:34:30;CRT;121;12,1;12:34:30;HRT;178;17,8;22;;
12:34:31;CRT;121;12,1;12:34:31;HRT;178;17,8;22;;
12:34:32;CRT;121;12,1;12:34:32;HRT;178;17,8;22;;
12:34:32;CRT;121;12,1;12:34:32;HRT;179;17,9;22;;
12:34:33;CRT;121;12,1;12:34:33;HRT;179;17,9;22;;
12:34:34;CRT;121;12,1;12:34:34;HRT;179;17,9;22;;
12:34:34;CRT;121;12,1;12:34:34;HRT;179;17,9;22;;
12:34:35;CRT;121;12,1;12:34:35;HRT;179;17,9;22;;
12:34:36;CRT;121;12,1;12:34:36;HRT;179;17,9;22;;
12:34:36;CRT;121;12,1;12:34:36;HRT;179;17,9;22;;
12:34:37;CRT;121;12,1;12:34:37;HRT;179;17,9;22;;
12:34:38;CRT;120;12;12:34:38;HRT;180;18;22;;
12:34:38;CRT;120;12;12:34:38;HRT;180;18;22;;
12:34:39;CRT;120;12;12:34:39;HRT;180;18;22;;
12:34:39;CRT;121;12,1;12:34:39;HRT;181;18,1;22;;
12:34:40;CRT;121;12,1;12:34:40;HRT;181;18,1;22;;
12:34:41;CRT;121;12,1;12:34:41;HRT;181;18,1;22;;
12:34:41;CRT;121;12,1;12:34:41;HRT;181;18,1;22;;
12:34:42;CRT;121;12,1;12:34:42;HRT;181;18,1;22;;
12:34:43;CRT;120;12;12:34:43;HRT;181;18,1;22;;
12:34:43;CRT;120;12;12:34:43;HRT;181;18,1;22;;
12:34:44;CRT;120;12;12:34:44;HRT;181;18,1;22;;
12:34:45;CRT;120;12;12:34:45;HRT;181;18,1;22;;
12:34:45;CRT;120;12;12:34:45;HRT;181;18,1;22;;
12:34:46;CRT;120;12;12:34:46;HRT;182;18,2;22;;
12:34:47;CRT;120;12;12:34:47;HRT;182;18,2;22;;
12:34:47;CRT;120;12;12:34:47;HRT;182;18,2;22;;
12:34:48;CRT;121;12,1;12:34:48;HRT;182;18,2;22;;
12:34:49;CRT;121;12,1;12:34:49;HRT;182;18,2;22;;
12:34:49;CRT;121;12,1;12:34:49;HRT;182;18,2;22;;
12:34:50;CRT;121;12,1;12:34:50;HRT;182;18,2;22;;
12:34:51;CRT;121;12,1;12:34:51;HRT;182;18,2;22;;
12:34:51;CRT;120;12;12:34:51;HRT;183;18,3;22;;
12:34:52;CRT;120;12;12:34:52;HRT;183;18,3;22;;
12:34:52;CRT;120;12;12:34:52;HRT;183;18,3;22;;
12:34:53;CRT;120;12;12:34:53;HRT;183;18,3;22;;
12:34:54;CRT;120;12;12:34:54;HRT;183;18,3;22;;
12:34:54;CRT;120;12;12:34:54;HRT;183;18,3;22;;
12:34:55;CRT;120;12;12:34:55;HRT;183;18,3;22;;
12:34:56;CRT;120;12;12:34:56;HRT;183;18,3;22;;
12:34:56;CRT;120;12;12:34:56;HRT;184;18,4;22;;
12:34:57;CRT;120;12;12:34:57;HRT;184;18,4;22;;
12:34:58;CRT;120;12;12:34:58;HRT;184;18,4;22;;
12:34:58;CRT;120;12;12:34:58;HRT;184;18,4;22;;
12:34:59;CRT;120;12;12:34:59;HRT;184;18,4;22;;
12:34:59;CRT;120;12;12:34:59;HRT;184;18,4;22;;
12:35:00;CRT;120;12;12:35:00;HRT;184;18,4;22;;
12:35:01;CRT;120;12;12:35:01;HRT;184;18,4;22;;
12:35:01;CRT;120;12;12:35:01;HRT;185;18,5;22;;
12:35:02;CRT;120;12;12:35:02;HRT;185;18,5;22;;
12:35:03;CRT;120;12;12:35:03;HRT;185;18,5;22;;
12:35:03;CRT;120;12;12:35:03;HRT;185;18,5;22;;
12:35:04;CRT;120;12;12:35:04;HRT;185;18,5;22;;
12:35:05;CRT;120;12;12:35:05;HRT;185;18,5;22;;
12:35:05;CRT;120;12;12:35:05;HRT;185;18,5;22;;
12:35:06;CRT;120;12;12:35:06;HRT;185;18,5;22;;
12:35:07;CRT;120;12;12:35:07;HRT;185;18,5;22;;
12:35:07;CRT;120;12;12:35:07;HRT;185;18,5;22;;
12:35:08;CRT;120;12;12:35:08;HRT;186;18,6;22;;
12:35:09;CRT;120;12;12:35:09;HRT;186;18,6;22;;
12:35:09;CRT;120;12;12:35:09;HRT;186;18,6;22;;
12:35:10;CRT;120;12;12:35:10;HRT;186;18,6;22;;
12:35:10;CRT;120;12;12:35:10;HRT;186;18,6;22;;
12:35:11;CRT;120;12;12:35:11;HRT;186;18,6;22;;
12:35:12;CRT;120;12;12:35:12;HRT;186;18,6;22;;
12:35:12;CRT;120;12;12:35:12;HRT;186;18,6;22;;
12:35:13;CRT;120;12;12:35:13;HRT;187;18,7;22;;
12:35:14;CRT;120;12;12:35:14;HRT;187;18,7;22;;
12:35:14;CRT;120;12;12:35:14;HRT;187;18,7;22;;
12:35:15;CRT;120;12;12:35:15;HRT;187;18,7;22;;
12:35:16;CRT;120;12;12:35:16;HRT;187;18,7;22;;
12:35:16;CRT;120;12;12:35:16;HRT;187;18,7;22;;
12:35:17;CRT;120;12;12:35:17;HRT;187;18,7;22;;
12:35:24;CRT;120;12;12:35:24;HRT;189;18,9;22;;
12:35:25;CRT;120;12;12:35:25;HRT;189;18,9;22;;
12:35:25;CRT;120;12;12:35:25;HRT;189;18,9;22;;
12:35:26;CRT;120;12;12:35:26;HRT;189;18,9;22;;
12:35:27;CRT;120;12;12:35:27;HRT;190;19;22;;
12:35:27;CRT;120;12;12:35:27;HRT;190;19;22;;
12:35:28;CRT;120;12;12:35:28;HRT;190;19;22;;
12:35:29;CRT;120;12;12:35:29;HRT;190;19;22;;
12:35:29;CRT;120;12;12:35:29;HRT;190;19;22;;
12:35:30;CRT;120;12;12:35:30;HRT;190;19;22;;
12:35:31;CRT;120;12;12:35:31;HRT;190;19;22;;
12:35:31;CRT;120;12;12:35:31;HRT;190;19;22;;
12:35:32;CRT;120;12;12:35:32;HRT;191;19,1;22;;
12:35:33;CRT;120;12;12:35:33;HRT;191;19,1;22;;
12:35:33;CRT;120;12;12:35:33;HRT;191;19,1;22;;
12:35:34;CRT;120;12;12:35:34;HRT;191;19,1;22;;
12:35:35;CRT;120;12;12:35:35;HRT;191;19,1;22;;
12:35:35;CRT;120;12;12:35:35;HRT;191;19,1;22;;
12:35:36;CRT;120;12;12:35:36;HRT;191;19,1;22;;
12:35:37;CRT;120;12;12:35:37;HRT;191;19,1;22;;
12:35:37;CRT;120;12;12:35:37;HRT;192;19,2;22;;
12:35:38;CRT;120;12;12:35:38;HRT;192;19,2;22;;
12:35:38;CRT;120;12;12:35:38;HRT;192;19,2;22;;
12:35:39;CRT;120;12;12:35:39;HRT;192;19,2;22;;
12:35:40;CRT;120;12;12:35:40;HRT;192;19,2;22;;
12:35:40;CRT;120;12;12:35:40;HRT;192;19,2;22;;
12:35:41;CRT;120;12;12:35:41;HRT;192;19,2;22;;
12:35:42;CRT;120;12;12:35:42;HRT;192;19,2;22;;
12:35:42;CRT;120;12;12:35:42;HRT;193;19,3;22;;
12:35:43;CRT;120;12;12:35:43;HRT;193;19,3;22;;
12:35:44;CRT;120;12;12:35:44;HRT;193;19,3;22;;
12:35:44;CRT;120;12;12:35:44;HRT;193;19,3;22;;
12:35:45;CRT;120;12;12:35:45;HRT;193;19,3;22;;
12:35:46;CRT;120;12;12:35:46;HRT;193;19,3;22;;
12:35:46;CRT;120;12;12:35:46;HRT;193;19,3;22;;
12:35:47;CRT;120;12;12:35:47;HRT;193;19,3;22;;
12:35:48;CRT;120;12;12:35:48;HRT;193;19,3;22;;
12:35:48;CRT;120;12;12:35:48;HRT;193;19,3;22;;
12:35:49;CRT;120;12;12:35:49;HRT;194;19,4;22;;
12:35:49;CRT;120;12;12:35:49;HRT;194;19,4;22;;
12:35:50;CRT;120;12;12:35:50;HRT;194;19,4;22;;
12:35:51;CRT;119;11,9;12:35:51;HRT;194;19,4;22;;
12:35:51;CRT;119;11,9;12:35:51;HRT;194;19,4;22;;
12:35:52;CRT;119;11,9;12:35:52;HRT;194;19,4;22;;
12:35:53;CRT;119;11,9;12:35:53;HRT;194;19,4;22;;
12:35:53;CRT;119;11,9;12:35:53;HRT;194;19,4;22;;
12:35:54;CRT;120;12;12:35:54;HRT;195;19,5;22;;
12:35:55;CRT;120;12;12:35:55;HRT;195;19,5;22;;
12:35:55;CRT;120;12;12:35:55;HRT;195;19,5;22;;
12:35:56;CRT;120;12;12:35:56;HRT;196;19,6;22;;
12:35:57;CRT;120;12;12:35:57;HRT;196;19,6;22;;
12:35:57;CRT;120;12;12:35:57;HRT;196;19,6;22;;
12:35:58;CRT;120;12;12:35:58;HRT;196;19,6;22;;
12:35:58;CRT;120;12;12:35:58;HRT;196;19,6;22;;
12:35:59;CRT;120;12;12:35:59;HRT;196;19,6;22;;
12:36:00;CRT;120;12;12:36:00;HRT;196;19,6;22;;
12:36:00;CRT;120;12;12:36:00;HRT;196;19,6;22;;
12:36:01;CRT;120;12;12:36:01;HRT;196;19,6;22;;
12:36:02;CRT;120;12;12:36:02;HRT;196;19,6;22;;
12:36:02;CRT;119;11,9;12:36:02;HRT;197;19,7;22;;
12:36:03;CRT;119;11,9;12:36:03;HRT;197;19,7;22;;
12:36:04;CRT;119;11,9;12:36:04;HRT;197;19,7;22;;
12:36:04;CRT;120;12;12:36:04;HRT;197;19,7;22;;
12:36:05;CRT;120;12;12:36:05;HRT;197;19,7;22;;
12:36:06;CRT;120;12;12:36:06;HRT;197;19,7;22;;
12:36:06;CRT;120;12;12:36:06;HRT;197;19,7;22;;
12:36:07;CRT;120;12;12:36:07;HRT;197;19,7;22;;
12:36:08;CRT;119;11,9;12:36:08;HRT;198;19,8;22;;
12:36:08;CRT;119;11,9;12:36:08;HRT;198;19,8;22;;
12:36:09;CRT;119;11,9;12:36:09;HRT;198;19,8;22;;
12:36:10;CRT;119;11,9;12:36:10;HRT;198;19,8;22;;
12:36:10;CRT;119;11,9;12:36:10;HRT;198;19,8;22;;
12:36:11;CRT;120;12;12:36:11;HRT;198;19,8;22;;
12:36:12;CRT;120;12;12:36:12;HRT;198;19,8;22;;
12:36:12;CRT;120;12;12:36:12;HRT;198;19,8;22;;
12:36:13;CRT;119;11,9;12:36:13;HRT;199;19,9;22;;
12:36:14;CRT;119;11,9;12:36:14;HRT;199;19,9;22;;
12:36:14;CRT;119;11,9;12:36:14;HRT;199;19,9;22;;
12:36:15;CRT;119;11,9;12:36:15;HRT;199;19,9;22;;
12:36:16;CRT;119;11,9;12:36:16;HRT;199;19,9;22;;
12:36:16;CRT;120;12;12:36:16;HRT;199;19,9;22;;
12:36:17;CRT;120;12;12:36:17;HRT;199;19,9;22;;
12:36:17;CRT;120;12;12:36:17;HRT;199;19,9;22;;
12:36:18;CRT;119;11,9;12:36:18;HRT;200;20;22;;
12:36:19;CRT;119;11,9;12:36:19;HRT;200;20;22;;
12:36:19;CRT;119;11,9;12:36:19;HRT;200;20;22;;
12:36:20;CRT;119;11,9;12:36:20;HRT;200;20;22;;
12:36:21;CRT;119;11,9;12:36:21;HRT;200;20;22;;
12:36:21;CRT;119;11,9;12:36:21;HRT;200;20;22;;
12:36:22;CRT;119;11,9;12:36:22;HRT;200;20;22;;
12:36:23;CRT;119;11,9;12:36:23;HRT;200;20;22;;
12:36:23;CRT;119;11,9;12:36:23;HRT;200;20;22;;
12:36:24;CRT;119;11,9;12:36:24;HRT;201;20,1;22;;
12:36:25;CRT;119;11,9;12:36:25;HRT;201;20,1;22;;
12:36:25;CRT;119;11,9;12:36:25;HRT;201;20,1;22;;
12:36:26;CRT;119;11,9;12:36:26;HRT;201;20,1;22;;
12:36:27;CRT;119;11,9;12:36:27;HRT;202;20,2;22;;
12:36:27;CRT;119;11,9;12:36:27;HRT;202;20,2;22;;
12:36:28;CRT;119;11,9;12:36:28;HRT;202;20,2;22;;
12:36:29;CRT;119;11,9;12:36:29;HRT;202;20,2;22;;
12:36:29;CRT;119;11,9;12:36:29;HRT;202;20,2;22;;
12:36:30;CRT;119;11,9;12:36:30;HRT;202;20,2;22;;
12:36:31;CRT;119;11,9;12:36:31;HRT;202;20,2;22;;
12:36:31;CRT;119;11,9;12:36:31;HRT;202;20,2;22;;
12:36:32;CRT;119;11,9;12:36:32;HRT;203;20,3;22;;
12:36:33;CRT;119;11,9;12:36:33;HRT;203;20,3;22;;
12:36:33;CRT;119;11,9;12:36:33;HRT;203;20,3;22;;
12:36:34;CRT;119;11,9;12:36:34;HRT;203;20,3;22;;
12:36:34;CRT;119;11,9;12:36:34;HRT;203;20,3;22;;
12:36:35;CRT;119;11,9;12:36:35;HRT;203;20,3;22;;
12:36:36;CRT;119;11,9;12:36:36;HRT;203;20,3;22;;
12:36:36;CRT;119;11,9;12:36:36;HRT;203;20,3;22;;
12:36:37;CRT;119;11,9;12:36:37;HRT;203;20,3;22;;
12:36:38;CRT;119;11,9;12:36:38;HRT;204;20,4;22;;
12:36:38;CRT;119;11,9;12:36:38;HRT;204;20,4;22;;
12:36:39;CRT;119;11,9;12:36:39;HRT;204;20,4;22;;
12:36:40;CRT;119;11,9;12:36:40;HRT;204;20,4;22;;
12:36:40;CRT;119;11,9;12:36:40;HRT;204;20,4;22;;
12:36:41;CRT;119;11,9;12:36:41;HRT;204;20,4;22;;
12:36:42;CRT;119;11,9;12:36:42;HRT;204;20,4;11;;
12:36:42;CRT;119;11,9;12:36:42;HRT;204;20,4;11;;
12:36:43;CRT;119;11,9;12:36:43;HRT;204;20,4;11;;
12:36:44;CRT;119;11,9;12:36:44;HRT;204;20,4;11;;
12:36:44;CRT;119;11,9;12:36:44;HRT;204;20,4;11;;
12:36:45;CRT;119;11,9;12:36:45;HRT;205;20,5;11;;
12:36:46;CRT;119;11,9;12:36:46;HRT;205;20,5;11;;
12:36:46;CRT;119;11,9;12:36:46;HRT;205;20,5;11;;
12:36:47;CRT;119;11,9;12:36:47;HRT;205;20,5;11;;
12:36:48;CRT;119;11,9;12:36:48;HRT;205;20,5;11;;
12:36:48;CRT;119;11,9;12:36:48;HRT;205;20,5;11;;
12:36:49;CRT;119;11,9;12:36:49;HRT;205;20,5;11;;
12:36:50;CRT;119;11,9;12:36:50;HRT;205;20,5;11;;
12:36:50;CRT;119;11,9;12:36:50;HRT;205;20,5;11;;
12:36:51;CRT;119;11,9;12:36:51;HRT;205;20,5;11;;
12:36:52;CRT;119;11,9;12:36:52;HRT;206;20,6;11;;
12:36:52;CRT;119;11,9;12:36:52;HRT;206;20,6;11;;
12:36:53;CRT;119;11,9;12:36:53;HRT;206;20,6;11;;
12:36:54;CRT;119;11,9;12:36:54;HRT;206;20,6;11;;
12:36:54;CRT;119;11,9;12:36:54;HRT;206;20,6;11;;
12:36:55;CRT;119;11,9;12:36:55;HRT;206;20,6;11;;
12:36:56;CRT;119;11,9;12:36:56;HRT;206;20,6;11;;
12:36:56;CRT;119;11,9;12:36:56;HRT;206;20,6;11;;
12:36:57;CRT;119;11,9;12:36:57;HRT;207;20,7;11;;
12:36:58;CRT;119;11,9;12:36:58;HRT;207;20,7;11;;
12:36:58;CRT;119;11,9;12:36:58;HRT;207;20,7;11;;
12:36:59;CRT;119;11,9;12:36:59;HRT;208;20,8;11;;
12:36:59;CRT;119;11,9;12:36:59;HRT;208;20,8;11;;
12:37:00;CRT;119;11,9;12:37:00;HRT;208;20,8;11;;
12:37:01;CRT;119;11,9;12:37:01;HRT;208;20,8;11;;
12:37:01;CRT;119;11,9;12:37:01;HRT;208;20,8;11;;
12:37:02;CRT;119;11,9;12:37:02;HRT;208;20,8;11;;
12:37:03;CRT;119;11,9;12:37:03;HRT;208;20,8;11;;
12:37:03;CRT;119;11,9;12:37:03;HRT;208;20,8;11;;
12:37:04;CRT;119;11,9;12:37:04;HRT;208;20,8;11;;
12:37:05;CRT;119;11,9;12:37:05;HRT;208;20,8;11;;
12:37:05;CRT;119;11,9;12:37:05;HRT;209;20,9;11;;
12:37:06;CRT;119;11,9;12:37:06;HRT;209;20,9;11;;
12:37:07;CRT;119;11,9;12:37:07;HRT;209;20,9;11;;
12:37:07;CRT;119;11,9;12:37:07;HRT;209;20,9;11;;
12:37:08;CRT;119;11,9;12:37:08;HRT;209;20,9;11;;
12:37:09;CRT;119;11,9;12:37:09;HRT;209;20,9;11;;
12:37:09;CRT;119;11,9;12:37:09;HRT;209;20,9;11;;
12:37:10;CRT;119;11,9;12:37:10;HRT;209;20,9;11;;
12:37:11;CRT;119;11,9;12:37:11;HRT;210;21;11;;
12:37:11;CRT;119;11,9;12:37:11;HRT;210;21;11;;
12:37:12;CRT;119;11,9;12:37:12;HRT;210;21;11;;
12:37:13;CRT;119;11,9;12:37:13;HRT;210;21;11;;
12:37:13;CRT;119;11,9;12:37:13;HRT;210;21;11;;
12:37:14;CRT;119;11,9;12:37:14;HRT;210;21;11;;
12:37:15;CRT;119;11,9;12:37:15;HRT;210;21;11;;
12:37:15;CRT;119;11,9;12:37:15;HRT;210;21;11;;
12:37:16;CRT;119;11,9;12:37:16;HRT;211;21,1;11;;
12:37:17;CRT;119;11,9;12:37:17;HRT;211;21,1;11;;
12:37:17;CRT;119;11,9;12:37:17;HRT;211;21,1;11;;
12:37:18;CRT;119;11,9;12:37:18;HRT;211;21,1;11;;
12:37:18;CRT;119;11,9;12:37:18;HRT;211;21,1;11;;
12:37:19;CRT;119;11,9;12:37:19;HRT;211;21,1;11;;
12:37:20;CRT;119;11,9;12:37:20;HRT;211;21,1;11;;
12:37:20;CRT;119;11,9;12:37:20;HRT;211;21,1;11;;
12:37:21;CRT;119;11,9;12:37:21;HRT;212;21,2;11;;
12:37:22;CRT;119;11,9;12:37:22;HRT;212;21,2;11;;
12:37:22;CRT;119;11,9;12:37:22;HRT;212;21,2;11;;
12:37:23;CRT;119;11,9;12:37:23;HRT;212;21,2;11;;
12:37:24;CRT;119;11,9;12:37:24;HRT;212;21,2;11;;
12:37:24;CRT;119;11,9;12:37:24;HRT;213;21,3;11;;
12:37:25;CRT;119;11,9;12:37:25;HRT;213;21,3;11;;
12:37:26;CRT;119;11,9;12:37:26;HRT;213;21,3;11;;
12:37:26;CRT;119;11,9;12:37:26;HRT;213;21,3;11;;
12:37:27;CRT;119;11,9;12:37:27;HRT;213;21,3;11;;
12:37:27;CRT;119;11,9;12:37:27;HRT;213;21,3;11;;
12:37:28;CRT;119;11,9;12:37:28;HRT;213;21,3;11;;
12:37:29;CRT;119;11,9;12:37:29;HRT;213;21,3;11;;
12:37:30;CRT;119;11,9;12:37:30;HRT;214;21,4;11;;
12:37:30;CRT;119;11,9;12:37:30;HRT;214;21,4;11;;
12:37:31;CRT;119;11,9;12:37:31;HRT;214;21,4;11;;
12:37:31;CRT;119;11,9;12:37:31;HRT;214;21,4;11;;
12:37:32;CRT;119;11,9;12:37:32;HRT;214;21,4;11;;
12:37:33;CRT;119;11,9;12:37:33;HRT;214;21,4;11;;
12:37:33;CRT;119;11,9;12:37:33;HRT;214;21,4;11;;
12:37:34;CRT;119;11,9;12:37:34;HRT;214;21,4;11;;
12:37:35;CRT;119;11,9;12:37:35;HRT;215;21,5;11;;
12:37:35;CRT;119;11,9;12:37:35;HRT;215;21,5;11;;
12:37:36;CRT;119;11,9;12:37:36;HRT;215;21,5;11;;
12:37:37;CRT;119;11,9;12:37:37;HRT;215;21,5;11;;
12:37:37;CRT;119;11,9;12:37:37;HRT;215;21,5;11;;
12:37:38;CRT;119;11,9;12:37:38;HRT;215;21,5;11;;
12:37:39;CRT;119;11,9;12:37:39;HRT;215;21,5;11;;
12:37:39;CRT;119;11,9;12:37:39;HRT;215;21,5;11;;
12:37:40;CRT;119;11,9;12:37:40;HRT;215;21,5;11;;
12:37:40;CRT;119;11,9;12:37:40;HRT;215;21,5;11;;
12:37:41;CRT;119;11,9;12:37:41;HRT;216;21,6;11;;
12:37:42;CRT;119;11,9;12:37:42;HRT;216;21,6;11;;
12:37:42;CRT;119;11,9;12:37:42;HRT;216;21,6;11;;
12:37:43;CRT;119;11,9;12:37:43;HRT;216;21,6;11;;
12:37:44;CRT;119;11,9;12:37:44;HRT;216;21,6;11;;
12:37:44;CRT;119;11,9;12:37:44;HRT;216;21,6;11;;
12:37:45;CRT;119;11,9;12:37:45;HRT;216;21,6;11;;
12:37:46;CRT;119;11,9;12:37:46;HRT;216;21,6;11;;
12:37:46;CRT;119;11,9;12:37:46;HRT;216;21,6;11;;
12:37:47;CRT;119;11,9;12:37:47;HRT;216;21,6;11;;
12:37:48;CRT;119;11,9;12:37:48;HRT;216;21,6;11;;
12:37:48;CRT;120;12;12:37:48;HRT;217;21,7;11;;
12:37:49;CRT;120;12;12:37:49;HRT;217;21,7;11;;
12:37:50;CRT;120;12;12:37:50;HRT;217;21,7;11;;
12:37:50;CRT;120;12;12:37:50;HRT;217;21,7;11;;
12:37:51;CRT;120;12;12:37:51;HRT;217;21,7;11;;
12:37:52;CRT;119;11,9;12:37:52;HRT;218;21,8;11;;
12:37:52;CRT;119;11,9;12:37:52;HRT;218;21,8;11;;
12:37:53;CRT;119;11,9;12:37:53;HRT;218;21,8;11;;
12:37:54;CRT;119;11,9;12:37:54;HRT;218;21,8;11;;
12:37:54;CRT;119;11,9;12:37:54;HRT;218;21,8;11;;
12:37:55;CRT;119;11,9;12:37:55;HRT;218;21,8;11;;
12:37:56;CRT;119;11,9;12:37:56;HRT;218;21,8;11;;
12:37:56;CRT;119;11,9;12:37:56;HRT;218;21,8;11;;
12:37:57;CRT;119;11,9;12:37:57;HRT;219;21,9;11;;
12:37:58;CRT;119;11,9;12:37:58;HRT;219;21,9;11;;
12:37:58;CRT;119;11,9;12:37:58;HRT;219;21,9;11;;
12:37:59;CRT;119;11,9;12:37:59;HRT;219;21,9;11;;
12:37:59;CRT;119;11,9;12:37:59;HRT;219;21,9;11;;
12:38:00;CRT;119;11,9;12:38:00;HRT;219;21,9;11;;
12:38:01;CRT;119;11,9;12:38:01;HRT;219;21,9;11;;
12:38:01;CRT;119;11,9;12:38:01;HRT;219;21,9;11;;
12:38:02;CRT;119;11,9;12:38:02;HRT;219;21,9;11;;
12:38:03;CRT;119;11,9;12:38:03;HRT;220;22;11;;
12:38:03;CRT;119;11,9;12:38:03;HRT;220;22;11;;
12:38:04;CRT;119;11,9;12:38:04;HRT;220;22;11;;
12:38:05;CRT;120;12;12:38:05;HRT;220;22;11;;
12:38:05;CRT;120;12;12:38:05;HRT;220;22;11;;
12:38:06;CRT;120;12;12:38:06;HRT;220;22;11;;
12:38:07;CRT;120;12;12:38:07;HRT;220;22;11;;
12:38:07;CRT;120;12;12:38:07;HRT;220;22;11;;
12:38:08;CRT;119;11,9;12:38:08;HRT;221;22,1;11;;
12:38:09;CRT;119;11,9;12:38:09;HRT;221;22,1;11;;
12:38:09;CRT;119;11,9;12:38:09;HRT;221;22,1;11;;
12:38:10;CRT;119;11,9;12:38:10;HRT;221;22,1;11;;
12:38:11;CRT;119;11,9;12:38:11;HRT;221;22,1;11;;
12:38:11;CRT;119;11,9;12:38:11;HRT;221;22,1;11;;
12:38:12;CRT;119;11,9;12:38:12;HRT;221;22,1;11;;
12:38:13;CRT;119;11,9;12:38:13;HRT;221;22,1;11;;
12:38:13;CRT;120;12;12:38:13;HRT;222;22,2;11;;
12:38:14;CRT;120;12;12:38:14;HRT;222;22,2;11;;
12:38:15;CRT;120;12;12:38:15;HRT;222;22,2;11;;
12:38:15;CRT;120;12;12:38:15;HRT;222;22,2;11;;
12:38:16;CRT;120;12;12:38:16;HRT;222;22,2;11;;
12:38:17;CRT;119;11,9;12:38:17;HRT;222;22,2;11;;
12:38:17;CRT;119;11,9;12:38:17;HRT;222;22,2;11;;
12:38:18;CRT;119;11,9;12:38:18;HRT;222;22,2;11;;
12:38:19;CRT;120;12;12:38:19;HRT;222;22,2;11;;
12:38:19;CRT;120;12;12:38:19;HRT;222;22,2;11;;
12:38:20;CRT;120;12;12:38:20;HRT;222;22,2;11;;
12:38:21;CRT;120;12;12:38:21;HRT;222;22,2;11;;
12:38:21;CRT;120;12;12:38:21;HRT;222;22,2;11;;
12:38:22;CRT;119;11,9;12:38:22;HRT;223;22,3;11;;
12:38:23;CRT;119;11,9;12:38:23;HRT;223;22,3;11;;
12:38:23;CRT;119;11,9;12:38:23;HRT;223;22,3;11;;
12:38:24;CRT;119;11,9;12:38:24;HRT;223;22,3;11;;
12:38:25;CRT;119;11,9;12:38:25;HRT;223;22,3;11;;
12:38:25;CRT;119;11,9;12:38:25;HRT;223;22,3;11;;
12:38:26;CRT;119;11,9;12:38:26;HRT;223;22,3;11;;
12:38:27;CRT;119;11,9;12:38:27;HRT;224;22,4;11;;
12:38:28;CRT;119;11,9;12:38:28;HRT;224;22,4;11;;
12:38:28;CRT;119;11,9;12:38:28;HRT;224;22,4;11;;
12:38:29;CRT;119;11,9;12:38:29;HRT;224;22,4;11;;
12:38:30;CRT;119;11,9;12:38:30;HRT;224;22,4;11;;
12:38:30;CRT;119;11,9;12:38:30;HRT;224;22,4;11;;
12:38:31;CRT;119;11,9;12:38:31;HRT;224;22,4;11;;
12:38:31;CRT;119;11,9;12:38:31;HRT;224;22,4;11;;
12:38:32;CRT;119;11,9;12:38:32;HRT;225;22,5;11;;
12:38:33;CRT;119;11,9;12:38:33;HRT;225;22,5;11;;
12:38:33;CRT;119;11,9;12:38:33;HRT;225;22,5;11;;
12:38:34;CRT;119;11,9;12:38:34;HRT;225;22,5;11;;
